frame_id,landmark,x,y,z,visibility,image_path
38,NOSE,0.4248015284538269,0.2032393515110016,-0.018203550949692726,0.9960582256317139,CapturedFrames_4.0_0.5_2.0/video.mp4#frame=38
38,LEFT_EYE_INNER,0.4237453043460846,0.19551236927509308,-0.012625707313418388,0.9922203421592712,CapturedFrames_4.0_0.5_2.0/video.mp4#frame=38
38,LEFT_EYE,0.4236954152584076,0.19520971179008484,-0.012656962499022484,0.9932786822319031,CapturedFrames_4.0_0.5_2.0/video.mp4#frame=38
38,LEFT_EYE_OUTER,0.42356234788894653,0.19492925703525543,-0.012669859454035759,0.9921688437461853,CapturedFrames_4.0_0.5_2.0/video.mp4#frame=38
38,RIGHT_EYE_INNER,0.4223639965057373,0.19528020918369293,-0.02467687614262104,0.9928542971611023,CapturedFrames_4.0_0.5_2.0/video.mp4#frame=38
38,RIGHT_EYE,0.4213999807834625,0.19485655426979065,-0.024677226319909096,0.993358314037323,CapturedFrames_4.0_0.5_2.0/video.mp4#frame=38
38,RIGHT_EYE_OUTER,0.42018818855285645,0.194485604763031,-0.024696603417396545,0.9924216866493225,CapturedFrames_4.0_0.5_2.0/video.mp4#frame=38
38,LEFT_EAR,0.4185008406639099,0.1964263767004013,0.015307021327316761,0.9817752838134766,CapturedFrames_4.0_0.5_2.0/video.mp4#frame=38
38,RIGHT_EAR,0.4144127368927002,0.19668422639369965,-0.03870008885860443,0.9920766353607178,CapturedFrames_4.0_0.5_2.0/video.mp4#frame=38
38,MOUTH_LEFT,0.4230729043483734,0.20966516435146332,-0.006537067703902721,0.98005211353302,CapturedFrames_4.0_0.5_2.0/video.mp4#frame=38
38,MOUTH_RIGHT,0.42148151993751526,0.2094413936138153,-0.02238800749182701,0.9874082803726196,CapturedFrames_4.0_0.5_2.0/video.mp4#frame=38
38,LEFT_SHOULDER,0.4143497347831726,0.23141437768936157,0.050765372812747955,0.9897350072860718,CapturedFrames_4.0_0.5_2.0/video.mp4#frame=38
38,RIGHT_SHOULDER,0.40461039543151855,0.23465830087661743,-0.07167040556669235,0.999669075012207,CapturedFrames_4.0_0.5_2.0/video.mp4#frame=38
38,LEFT_ELBOW,0.4085922837257385,0.277889221906662,0.06497043371200562,0.04520200565457344,CapturedFrames_4.0_0.5_2.0/video.mp4#frame=38
38,RIGHT_ELBOW,0.40600118041038513,0.2819778025150299,-0.09413507580757141,0.9930770397186279,CapturedFrames_4.0_0.5_2.0/video.mp4#frame=38
38,LEFT_WRIST,0.40970873832702637,0.3183158338069916,0.04177866131067276,0.038557689636945724,CapturedFrames_4.0_0.5_2.0/video.mp4#frame=38
38,RIGHT_WRIST,0.42330002784729004,0.31505846977233887,-0.08312307298183441,0.9670544266700745,CapturedFrames_4.0_0.5_2.0/video.mp4#frame=38
38,LEFT_PINKY,0.4099733233451843,0.3270716369152069,0.04009813815355301,0.04372844099998474,CapturedFrames_4.0_0.5_2.0/video.mp4#frame=38
